TV,Radio,Newspaper,Sales
500.0,,12.374864260311913,16.366780459297775
285.21429192297484,4.206998249752441,108.306348801548,100.0
219.59818254342153,8.081435704730689,60.63028469374286,18.041953575122804
179.59754525911097,44.927709426353964,99.17489593292899,22.40430462392657
46.80559213273096,30.321452982979498,38.40595212367341,12.958155766448408
46.798356100860794,0.4598525808314824,107.46278741954406,6.709699356521504
17.42508365045984,5.0735771433016055,46.704201448099575,10.300099325038893
259.85284373248055,33.17508845540279,1.3005181776358032,24.693560387438538
180.33450352296265,0.25307919231093434,108.64583717031164,14.104211124324559
212.42177333881364,8.040402570874933,10.954401214336027,17.65968305936036
6.175348288740734,27.436689468329305,38.31763651084978,11.010789598675153
290.9729556485983,34.59475988463466,114.00743604609659,27.276219720517982
249.7327922401265,32.59806297513003,114.07285763250673,26.068230833422536
63.701733203482846,11.21346547302799,68.81254657479434,12.252166785598641
54.54749016213019,35.6089610673768,75.82046546037591,14.811619654769835
55.02135295603014,11.862454374840004,53.81346263739837,9.797965788176473
91.27267288786132,16.269984907963387,35.18529260376774,12.756906006295957
157.42692948967135,37.32457025590121,39.439745444389914,17.27777623300433
129.58350559263474,32.48164495236073,80.70221472924462,16.509739824098503
87.36874205941257,42.4611705247089,90.2849435325216,20.81383204440441
183.55586841671385,32.88064461501717,94.98948524710183,24.17126876656207
41.84815819561255,28.415430166773582,94.75417713534647,13.349481655154241
87.64339456056544,4.683738391404624,10.944732365842844,11.293200174551275
109.90855298810752,18.385790152971676,59.33043656430978,15.232765277458114
136.82099526511078,13.260118384086272,6.907051201997314,19.180465164775626
235.55278841790408,12.199482168954178,65.94346587884826,21.55633288062639
59.90213464750792,48.65052773762228,52.983660164805244,18.063172494326754
154.27033152408347,19.65488623333802,106.52450193099597,16.276428181281098
177.72437065861274,44.602327758855665,,20.818112619377906
13.935123815999317,31.556931299863145,14.048041971312703,
182.26345557043152,39.74056517708242,17.159001846340303,21.09834971447501
51.15723710618746,25.131854655259605,,11.36466498002575
19.515477895583857,28.845194231317954,74.18616759795133,11.516815090658508
284.66566117599996,24.625884690943195,12.134721134734828,22.657485202914394
289.6896099223678,9.762149389902225,10.092816733799692,24.06855099404568
242.51920443493833,36.12260576307526,84.1162957750944,26.51410396753709
91.3841307520112,14.03861812204279,8.731560763703223,12.452286807671225
29.30163420191516,1.215798321572692,98.62320711484274,9.914389653893762
205.26990795364708,32.27361479535839,84.74906725877955,22.681761490813255
132.0457481218804,8.855533970352447,9.761853677027972,12.179086434942395
36.61147045343365,47.02292921764572,10.18052569022303,18.621650739007542
148.55307303338105,47.696428850129365,118.39674942014105,23.959271981423328
10.316556334565519,45.743219511022424,44.912495490734436,13.55772744235042
