fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
9.144414060119097,0.29431740167225673,0.21003856294784476,8.557921769771186,0.013392462527033631,19.622579479580786,18.47239633027231,0.9937374710493218,3.123092442659127,0.3,9.679909361035827,5
8.064950688008986,0.28679136719644344,0.1116537457335822,5.330352510567614,0.03996237027394712,29.43653787940657,130.06809598977253,0.9938822357787511,3.4247907458053515,0.3,10.608009495636566,6
9.401070514771177,0.7007621100765731,0.7773431587195213,2.703644315991334,0.05628532874906329,29.792031401425156,76.3743030187043,0.9962957735265878,3.201082229495559,0.4231086638910898,9.858468561282153,5
10.889150755893644,0.12587688639036915,0.037870984448576825,3.66658078676515,0.2,7.619859644651995,16.553153539413994,0.9959548083433889,3.36671595394764,0.8688596184745531,11.0692988352867,7
7.90193926297033,0.22177983545789132,0.5337542439753286,1.1352598186855676,0.030220435945243013,15.83459270744816,7.770861494542899,0.9955180192135824,3.406741457515986,0.48196798805980723,9.414260453807008,4
7.901967173186394,0.37263705983362555,0.023195150863528392,2.937431886048495,0.03152542922674825,26.175120522813042,43.56678937775621,0.9950405700017808,3.054239364398185,0.7705594821818588,8.893553009971146,6
10.984661786362565,1.1746938158810505,0.06860327315372988,0.9508750773715602,0.07994461257591895,18.789924319694492,21.905022116767082,0.9985576735563628,3.5755599626437036,0.3,10.98028879011678,3
9.604639039559945,0.7010902206145407,0.022435701189671194,0.9226905115705277,0.026787337703974165,1.0,53.260785589306494,0.9924551065075299,3.3533043428300853,0.3,9.848855154337006,5
7.501893543910582,0.4418844416985089,0.10720844762541669,4.7894948393723835,0.02150185600098631,3.2921797095540466,31.81881936214813,0.9981784664132383,3.2126317422766806,0.9117959401426259,12.094722966925394,7
9.22235207409614,0.27235954796721096,0.14666695709140734,1.7641360446139578,0.016056388126484192,7.15187348878384,140.4128112580782,0.9934815617545909,3.3160815293000856,1.0690502537008577,10.878560424947837,8
7.512189922218814,1.4844023586915471,0.09379435474182493,1.5348809860755268,0.03529440090632299,2.7228884119923187,39.77822084344954,0.9979331154990428,3.3304760692115405,0.5017288974231674,11.5509109087119,4
7.508259418930564,0.3982550703365225,0.2566655042674596,3.413176212636057,0.0189682973585298,40.20294188350222,44.88659963174036,0.9974584683480456,3.3381473290861328,0.39729588056588405,11.629530299216892,6
8.711335861662258,0.2215926119217125,0.1477178919585248,1.4834316462613657,0.10026447835885033,38.90446286245954,95.5088933660656,0.9971356532796883,3.4315795880483706,0.3,9.946859525206184,4
5.047423584081745,1.5,0.010920729303972695,2.1155042676216373,0.0637564292498333,5.50904227815933,7.111497835375951,0.9958368117357487,3.215023097572542,0.5479389833927024,10.398169855170401,3
5.367639684727845,0.13173737844367717,0.0644560892521613,7.742689922109406,0.038072550775909125,12.948559658596063,69.83212716347262,0.9952277877600009,3.32494596398266,0.3,10.724078040146926,5
7.344111200290347,0.9859805756566009,0.12777391326699314,0.6693270811538355,0.03482078250984782,5.453262836278951,72.01626403705552,0.9963411148076033,3.2542962945333946,0.4518182497225842,9.614816149955901,5
6.57818709543148,0.42136699053722537,0.42586983420409713,6.927726989261293,0.014992647227960518,17.067000121071512,38.18569247396819,0.9980265519930634,3.352536550920346,0.40061150829044223,9.785029708397504,4
8.834220465411967,0.6999278576419888,0.1982817279578636,14.82162175566806,0.030998541204471947,7.605018433088844,36.171234297725576,0.9954271616797274,3.3241762364534697,0.3,10.44014192021742,5
6.756359071613942,0.6157247230544532,0.11278710914824379,0.7223885320454083,0.028087323012504693,8.623548671640899,23.86639446571888,0.9950776551637144,2.9954930356452127,0.3,11.594479808630293,5
5.899083707730005,0.6929882313701707,0.032094808356201876,0.8346228452392437,0.13757894677803723,43.13406398300771,8.83681397646739,0.9959227919812054,3.2008116885148956,0.3,10.460048680952333,4
10.791602907166642,1.5,0.20608022996509395,3.8912070555012876,0.026449426008447376,16.291889698939112,24.97149586934701,0.9955325347584663,3.0296753335280835,0.3017906852919419,10.729622230254241,4
7.91618028917289,1.5,0.5053936652759299,2.7532546358164147,0.05127198049422752,25.71222983568567,14.803579511554448,0.9957065312879974,3.5667375796321696,0.3,11.053376151024978,3
8.414797947969472,0.2320057650917802,0.13330358884148788,1.3127771621374649,0.053824463093740504,21.587636439291494,18.038797938460945,0.9989802231994558,3.4386242984359128,1.5,11.565717654782732,8
5.877928083437125,0.5993988704572,0.0718521131534286,6.081172696937005,0.011399924409930616,15.212334041256657,39.833489101409604,0.9946096561547809,3.111354040733201,0.3,11.10454337790556,5
7.37454936830719,0.1,0.29007427529187685,1.879250019106777,0.025891323560640653,5.310608884182335,21.161631073533513,0.9982703369836127,3.4259642108950037,0.3,10.13892293201911,6
8.488568402506774,0.7451338760239282,0.4391437060861545,3.101304600847879,0.062425514799439814,1.0,49.51450769972854,0.9976628544729478,3.232155667066526,0.6353134750941715,10.091072490546082,5
6.343310918382086,0.866770418704445,0.15135135491594673,4.277039303005662,0.01,10.569108724049238,35.9440578979162,0.9934055425073981,3.3263375957317693,0.46484145581116615,8.0,4
8.938686631187643,0.1,0.31843160806526616,3.6454385006902115,0.16300119565264207,8.003564947550323,30.928605461690893,0.9947157723547754,2.995980325340016,0.4904214361415375,9.555061067195316,5
7.278914227138032,0.40959532942578947,0.11870740072628197,2.5547809531486543,0.037272915563089135,2.7539456331770245,14.808587878702703,0.995909281165692,3.3618631443937574,0.3,10.957735525627585,4
7.80412062535143,0.6990448112134167,0.3308686734445731,4.419623350262254,0.018697662179657768,13.264355186979232,31.550559844836812,0.9958923743891647,3.3624633094591543,0.3,9.412429826004068,3
7.277098759210026,0.5405918559907488,0.5249783918010745,0.5736988205413296,0.01,5.561209759150896,61.77456365169743,0.9950404291501013,3.0308047361039194,0.3358396477443298,9.520291720570304,3
11.448872913665195,0.1344415562936378,0.37119293245450086,5.310980610067351,0.11519915740948114,40.340208883700434,10.32389511436966,0.9978238467847323,3.4930026724997902,0.3,11.325506163553316,6
8.277054717945513,0.14939575580871897,0.2803694381704878,1.9941321258407196,0.027594768059025616,11.872886381641623,14.802235335179645,0.9963647217682461,3.4735973946050054,0.7957480096124178,9.29151865807296,6
6.50189142077497,0.37354177572775116,0.6603605167746937,4.046491114336396,0.050417400891800725,1.075632320477855,37.663889537468904,0.9961300359121122,3.328763560308582,1.2664250942251727,9.545523476276331,7
9.698326350575423,0.2942840325506486,0.1397763560535353,2.4717541898312607,0.01,17.338800813854668,6.231256930869105,0.998332956320758,3.2409265934148777,0.3,9.555226407170444,5
